Active Ingredient,NDA #,Product Name,Company,Approval Date,P or E,Date Added,Patent Number,Expiration Date,Codes,Strengths,Delist Request,Orig,Analysis,Added strength,# added strengths,Applied to UC,2nd add,Comments
Clozapine,19758,Clozaril*,HERITAGE LIFE,9/26/89,E,pre-2005,,12/18/05,I-380,"001, 002",,,Pre-2005,,null,,,
Clozapine,21590,Fazaclo ODT,JAZZ,2/10/04,P,3/28/7,5178878,1/12/10,DP,"001, 002, 003",,No,P:DP,,null,,,
Clozapine,21590,Fazaclo ODT,JAZZ,,P,6/28/7,6024981,4/9/18,DP,"001, 002, 003, 004",,No,P:DP,,null,,,
Clozapine,21590,Fazaclo ODT,JAZZ,,P,6/28/7,6221392,4/9/18,DP,"001, 002, 003, 004",,No,P:DP,,null,,,
Clozapine,21590,Fazaclo ODT,JAZZ,,P,4/28/8,6106861,12/5/17,DP,"001, 002, 003, 004",,No,P:DP,,null,,,
Clozapine,21590,Fazaclo ODT,JAZZ,,P,8/28/10,6024981,4/9/18,DP,"005, 006",,No,Added to other strength,P:DP,null,,,
Clozapine,21590,Fazaclo ODT,JAZZ,,P,8/28/10,6106861,12/5/17,DP,"005, 006",,No,Added to other strength,P:DP,null,,,
Clozapine,21590,Fazaclo ODT,JAZZ,,P,8/28/10,6221392,4/9/18,DP,"005, 006",,No,Added to other strength,P:DP,null,,,
Cobicistat,203094,Tybost,GILEAD SCIENCES INC,9/24/14,E,9/28/14,,9/24/17,NP,1,,Yes,NP,,null,,,
Cobicistat,203094,Tybost,GILEAD SCIENCES INC,,P,10/28/14,8148374,9/3/29,"DS, DP, U-1279",1,,Yes,P:DS/DP/UCnew,,null,,,
Cobicistat,203094,Tybost,GILEAD SCIENCES INC,,E,5/28/17,,8/27/17,NCE,1,,,,,null,,,
Cobicistat,203094,Tybost,GILEAD SCIENCES INC,,P,8/28/18,10039718,10/4/32,DP,1,,,P:DP,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,1/29/15,P,2/28/15,5843946,12/1/15,"DP, U-1660",1,,Yes,P:DP/UCnew,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,7470506,6/23/19,U-1660,1,,Yes,P:UC,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,7700645,12/26/26,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,8148374,9/3/29,"DS, DP, U-1660",1,,Yes,P:DS/DP/UC,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,8518987,2/16/24,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,8597876,6/23/19,U-1660,1,,Yes,P:UC,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,5843946*PED,6/1/16,,1,,Yes,P:PED,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,7470506*PED,12/23/19,,1,,Yes,P:PED,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,7700645*PED,6/26/27,,1,,Yes,P:PED,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,8518987*PED,8/16/24,,1,,Yes,P:PED,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,8597876*PED,12/23/19,,1,,Yes,P:PED,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,RE42889,10/19/16,DP,1,,Yes,P:DP,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,RE42889*PED,4/19/17,,1,,Yes,P:PED,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,RE43596,5/9/17,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,RE43596*PED,11/9/17,,1,,Yes,P:PED,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,RE43802,10/19/16,U-1660,1,,Yes,P:UC,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/15,RE43802*PED,4/19/17,,1,,Yes,P:PED,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,E,5/28/17,,8/27/17,NCE,1,,,,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,2/28/18,9889115,6/23/19,U-1660,1,,,P:UCnew,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,6/28/18,8148374,9/3/29,"DS, DP, U-1279",1,,,P:DS/DP/UCnew,,null,,,
Cobicistat; Darunavir Ethanolate,205395,Prezcobix,JANSSEN PRODS,,P,8/28/18,10039718,10/4/32,DP,1,,,P:DP,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,7/17/18,P,7/28/18,6642245,11/4/20,U-2352,1,,,P:UCnew,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,6703396,3/9/21,"DS, DP",1,,,P:DS/DP,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,7390791,5/7/22,"DS, DP",1,,,P:DS/DP,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,7470506,6/23/19,U-2352,1,,,P:UC,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,7700645,12/26/26,"DS, DP",1,,,P:DS/DP,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,7803788,2/2/22,U-2352,1,,,P:UC,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,8148374,9/3/29,"DS, DP, U-2353",1,,,P:DS/DP/UCnew,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,8518987,2/16/24,"DS, DP",1,,,P:DS/DP,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,8597876,6/23/19,U-2352,1,,,P:UC,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,8754065,8/15/32,"DS, DP, U-2352",1,,,P:DS/DP/UC,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,9296769,8/15/32,"DS, DP, U-2352",1,,,P:DS/DP/UC,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,7/28/18,9889115,6/23/19,U-2352,1,,,P:UC,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,E,7/28/18,,7/17/20,NC,1,,,,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,E,7/28/18,,11/5/20,NCE,1,,,,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,8/28/18,8148374,9/3/29,"DS, DP, U-2353",1,,,DS/DP/UC,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,8/28/18,8148374,9/3/29,"DS, DP, U-2364",1,,,DS/DP/UCnew,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,8/28/18,8148374,9/3/29,"DS, DP, U-2365",1,,,DS/DP/UCnew,,null,,,
Cobicistat; Darunavir Ethanolate; Emtricitabine; Tenofovir Alafenamide Fumarate,210455,Symtuza,JANSSEN PRODS,,P,8/28/18,10039718,10/4/32,DP,1,,,P:DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,11/5/15,P,2/28/16,7803788,2/2/22,U-257,1,,,P:UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,,P,3/28/16,5814639,9/29/15,"DS, DP",1,,,P:DS/DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,11/5/15,P,3/28/16,6703396,3/9/21,"DS, DP",1,,,P:DS/DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,,P,3/28/16,5814639*PED,3/29/16,,1,,,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,,P,3/28/16,6703396*PED,9/9/21,,1,,,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,,P,4/28/16,9296769,8/15/32,"DS, DP, U-257",1,,,P:DS/DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,,P,4/28/17,7176220,8/27/26,"DS, DP, U-257",1,,,P:DS/DP/UCnew,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,,E,5/28/17,,8/27/17,NCE,1,,,,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,,E,5/28/17,,11/5/20,NCE,1,,,,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,,E,9/28/17,,9/25/20,NPP,1,,,NPP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,,P,2/28/18,9891239,9/3/29,"DP, U-257",1,,,P:DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,207561,Genvoya,GILEAD SCIENCES INC,,P,8/28/18,10039718,10/4/32,DP,1,,,P:DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,5814639,9/29/15,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,5914331,7/2/17,DS,1,,Yes,P:DS,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,6642245,11/4/20,U-257,1,,Yes,P:UCnew,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,6703396,3/9/21,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,7176220,11/20/23,"DS, DP, U-257",1,,Yes,P:DS/DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,7390791,5/7/22,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,7635704,10/26/26,"DS, DP, U-257",1,,Yes,P:DS/DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,7800788,2/2/22,U-257,1,,Yes,P:UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,8148374,9/3/29,"DS, DP, U-1279",1,,Yes,P:DS/DP/UCnew,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,8633219,4/24/30,"DP, U-257",1,,Yes,P:DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,8754065,8/15/32,"DS, DP, U-257",1,,Yes,P:DS/DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,8981103,10/26/26,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,5814639*PED,3/29/17,,1,,Yes,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,5914331*PED,1/2/18,,1,,Yes,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,P,11/28/15,6642245*PED,5/4/21,,1,,Yes,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumurate,207561,Genvoya,GILEAD SCIENCES INC,,E,11/28/15,,11/5/20,NCE,1,,Yes,NCE,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,8/27/12,P,9/28/12,5814639,9/29/15,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/12,5914331,7/2/17,DS,1,,Yes,P:DS,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/12,5922695,7/25/17,"DS, U-257",1,,Yes,P:DS/UCnew,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/12,5935946,7/25/17,"DS, DP, U-257",1,,Yes,P:DS/DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/12,5977089,7/25/17,"DS, DP, U-257",1,,Yes,P:DS/DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/12,6043230,7/25/17,U-257,1,,Yes,P:UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/12,6642245,11/4/20,U-257,1,,Yes,P:UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/12,6703396,3/9/21,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/12,7176220,11/20/23,"DS, DP, U-257",1,,Yes,P:DS/DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/12,7635704,1/12/26,"DS, DP, U-257",1,,Yes,P:DS/DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/12,8148374,9/3/29,"DS, DP, U-1279",1,,Yes,P:DS/DP/UCnew,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,3/28/13,7635704,10/26/26,"DS, DP, U-257",1,,No,PTAorPTE,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,5/28/13,5814639*PED,3/29/16,,1,,No,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,5/28/13,5914331*PED,1/2/18,,1,,No,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,5/28/13,5922695*PED,1/25/18,,1,,No,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,5/28/13,5935946*PED,1/25/18,,1,,No,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,5/28/13,5977089*PED,1/25/18,,1,,No,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,5/28/13,6043230*PED,1/25/18,,1,,No,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,5/28/13,6642245*PED,5/4/21,,1,,No,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,5/28/13,6703396*PED,9/9/21,,1,,No,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,12/28/13,8592397,1/13/24,"DP, U-257",1,,No,P:DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,1/28/14,8633219,10/11/31,"DP, U-257",1,,No,P:DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,E,2/28/14,,8/27/15,NP,1,,No,NP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,5/28/14,8716264,1/13/24,"DP, U-257",1,,No,P:DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,5/28/14,8716264*PED,7/13/24,,1,,No,P:PED,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,E,1/28/15,,12/17/17,I-704,1,,No,I,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,3/28/15,8981103,10/26/26,"DS, DP",1,,No,P:DS/DP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,11/28/15,8633219,4/24/30,"DP, U-257",1,,No,P:DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,10/28/16,9457036,1/13/24,"DP, U-257",1,,,P:DP/UCnew,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,E,1/28/17,,1/27/20,NPP,1,,,NPP,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,4/28/17,7176220,8/27/26,"DS, DP, U-257",1,,,P:DS/DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,E,5/28/17,,8/27/17,NCE,1,,,,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,9/28/17,9744181,1/13/24,"DP, U-257",1,,,P:DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,2/28/18,9891239,9/3/29,"DP, U-257",1,,,P:DP/UC,,null,,,
Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Disoproxil Fumarate,203100,Stribild,GILEAD SCIENCES INC,,P,8/28/18,10039718,10/4/32,DP,1,,,P:DP,,null,,,
Cobimetinib Fumarate,206192,Cotellic,GENENTECH INC,11/10/15,E,2/28/16,,11/10/22,ODE,1,,,ODE,,null,,,
Cobimetinib Fumurate,206192,Cotellic,GENENTECH INC,,P,11/28/15,7803839,2/1/27,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Cobimetinib Fumurate,206192,Cotellic,GENENTECH INC,,P,11/28/15,8362002,10/5/26,U-1776,1,,Yes,P:UCnew,,null,,,
Cobimetinib Fumurate,206192,Cotellic,GENENTECH INC,,E,11/28/15,,11/10/20,NCE,1,,Yes,NCE,,null,,,
Cocaine Hydrochloride,209963,Goprelto,GENUS LIFESCIENCES,12/14/17,P,1/28/18,9867815,2/7/37,U-2225,1,,,P:UCnew,,null,,,
Cocaine Hydrochloride,209963,Goprelto,GENUS LIFESCIENCES,,P,1/28/18,9867815,2/7/37,U-2226,1,,,UCnew,,null,,,
Cocaine Hydrochloride,209963,Goprelto,GENUS LIFESCIENCES,,P,1/28/18,9867815,2/7/37,U-2227,1,,,UCnew,,null,,,
Cocaine Hydrochloride,209963,Goprelto,GENUS LIFESCIENCES,,E,1/28/18,,12/14/22,NCE,1,,,,,null,,,
Cocaine Hydrochloride,209963,Goprelto,GENUS LIFESCIENCES,,P,7/28/20,10016407,2/7/37,U-2329,1,,,P:UCnew,,null,,,
Cocaine Hydrochloride,209963,Goprelto,GENUS LIFESCIENCES,,P,12/28/20,10149843,2/7/37,U-2478,1,,,P:UCnew,,null,,,
Cocaine Hydrochloride,209963,Goprelto,GENUS LIFESCIENCES,,P,12/28/20,10149843,2/7/37,U-2479,1,,,UCnew,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,7/29/09,E,7/28/9,,7/30/12,I-603,1,,Yes,I,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,E,8/28/9,,7/29/16,ODE,1,,Yes,ODE,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,10/28/9,7601758,2/10/19,U-1007,1,,No,P:UCnew,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,12/28/9,7601758,2/10/29,U-1007,1,,No change,No change,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,12/28/9,7619004,12/3/28,U-1020,1,,No,P:UCnew,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,10/28/10,7820681,2/17/29,U-1020,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,11/28/10,7820681,2/17/29,U-1020,1,,No change,No change,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,3/28/11,7906519,2/17/29,U-1116,1,,No,P:UCnew,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,3/28/11,7915269,2/17/29,U-1007,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,7/28/11,7935731,12/3/18,U-1116,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,7/28/11,7964647,10/6/28,U-1007,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,7/28/11,7964648,2/17/29,U-1161,1,,No,P:UCnew,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,7/28/11,7981938,10/6/28,U-1166,1,,No,P:UCnew,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,12/28/11,8093296,10/6/28,U-1007,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,12/28/11,8093297,10/6/28,U-1161,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,12/28/11,8093298,10/6/28,U-1116,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,1/28/12,7964648,10/6/28,U-1161,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,1/28/12,8097655,10/6/28,U-1020,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,4/28/13,8415395,10/6/28,U-1007,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,4/28/13,8415396,10/6/28,U-1007,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,5/28/13,8440721,2/17/29,U-1007,1,,No,P:UC,,null,,,
Colchicine,22352,Colcrys,TAKEDA PHARMS USA,,P,5/28/13,8440722,2/17/29,U-1020,1,,No,P:UC,,null,,,
Colchicine,204820,Mitigare,HIKMA INTL PHARMS,9/26/14,P,8/28/16,9399036,8/22/33,U-1020,1,,,P:UCnew,,null,,,
Colchicine,204820,Mitigare,HIKMA INTL PHARMS,,P,2/28/17,9555029,8/22/33,U-1020,1,,,P:UC,,null,,,
Colchicine,204820,Mitigare,HIKMA INTL PHARMS,,P,6/28/17,9675613,8/22/33,U-1020,1,,,P:UC,,null,,,
