Drug,Patent/ appln.No.,Assignee,Condition(s) Treated,Drug Type,Family,Priority Date,File Date,Publication/Granted/Re-Issued Date,Expiry Date,Status,Patent Type,Description,Before/After FDA Approval,Orange / Purple Book,Google Patents URL
Enbrel,US2014212420 ,Immunex,Arthritis,Biologic,7,4/19/1999,3/25/2014,7/31/2014,,Abandoned,Method of Treatment,The application claimed a method for treating a patient having psoriasis comprising administering to the patient a therapeutically effective dose of TNFR:Fc.,After,No,https://patents.google.com/patent/US20140212420A1/en?oq=US2014212420
Enbrel,US9481901B2,Amgen,Arthritis,Biologic,75,5/30/2013,5/29/2014,11/1/2016,5/29/2034,Active,Method of Production/Process,The patent claims cover a method for increasing a high mannose glycoform content of a recombinant protein during a cell culture process. The patent describes the invention can be applied to etanercept. ,After,No,https://patents.google.com/patent/US9481901B2/en?oq=US9481901B2
Enbrel,US9518111 ,Immunex,Arthritis,Biologic,3,2/27/2002,9/5/2014,12/13/2016,2/27/2023,Active,Formulation," The patent claims cover a pharmaceutical composition comprising a polypeptide (etanercept) that is an extracellular ligand-binding portion of a human p75 tumor necrosis factor receptor fused to the Fc region of a human IgG1 and from about 10 mM to about 200 mM L-arginine.
",After,No,https://patents.google.com/patent/US9518111B2/en?oq=US9518111
Enbrel,US10994112B2,Amgen,Arthritis,Biologic,26,2/5/2014,2/3/2015,5/4/2021,12/31/2035,Active,Device,"The patent claims cover a drug delivery device comprising: a base having a first region and a second region adjacent to the first region; a drug delivery assembly carried by the first region of the base for facilitating the delivery of a medicament to a patient during use of the drug delivery device, the drug delivery assembly including a plurality of needles disposed on the base;
an antenna disposed in the first region of the base and at least partially between at least two of the plurality of needles; and
an electromagnetic field generator carried by the base and in selective electrical communication with the antenna for selectively radiating an electromagnetic field from the antenna at least in a direction directly away from the base and into a tissue of the patient during use of the drug delivery device, thereby facilitating transfer of the medicament to the patient.The patent describes the invention can be used with etanercept. 
",After,No,https://patents.google.com/patent/US10994112B2/en?oq=US10994112B2
Enbrel,US2015315271,Amgen,Arthritis,Biologic,11,12/21/2006,5/5/2015,11/5/2015,,Abandoned,Formulation,"The application claimed a  formulation comprising a glutamic acid or aspartic acid buffer having a pH from about 4.0 to about 6.0, proline at a concentration of about 2% to about 10%, and an antibody or antigen-binding fragment.",After,No,https://patents.google.com/patent/US20150315271A1/en?oq=US2015315271
Enbrel,US10188740B2,Amgen,Arthritis,Biologic,42,8/12/2005,7/10/2015,1/29/2019,11/6/2027,Active,Derivative,The patent claims cover functionalized or conjugated derivatives of the antibody etanercept.,After,No,https://patents.google.com/patent/US10188740B2/en?oq=US10188740B2
Enbrel,US10695506B2,Amgen,Arthritis,Biologic,68,10/14/2014,10/14/2015,6/30/2020,5/2/2036,Active,Device,"The patent claims cover a drug injection device comprising: a housing; a container disposed within the housing, the container having a needle and a plunger and being adapted to store a product for administration to a patient at an injection site, the plunger adapted to expel the product through the needle, wherein a portion of the needle extends out of the housing; a needle guard coupled to the housing adjacent to the needle of the container, the needle guard movable relative to the housing between (a) a fully extended position wherein the needle guard extends from the housing and beyond the portion of the needle extending out of the housing, (b) an intermediate position wherein the needle guard extends from the housing approximately the same distance that the needle extends out of the housing, and (c) a fully retracted position wherein a substantial portion of the needle extending out of the housing is exposed beyond the needle guard; and at least one indicia disposed on the needle guard exposed distal to the housing at least in the fully extended position, the at least one indicia providing a visual indication of the position of the needle relative to the injection site based on a position of the needle guard relative to the housing. The patent describes the invention can be used with etanercept. ",After,No,https://patents.google.com/patent/US10695506B2/en?oq=US10695506B2
Enbrel,US20170333559A1,Amgen,Arthritis,Biologic,44,10/23/2014,10/22/2015,11/23/2017,,Pending,Formulation,"The application claims a method for reducing the viscosity of a liquid pharmaceutical formulation comprising a therapeutic protein at a concentration of at least 70 mg/ml, comprising the step of combining the therapeutic protein with a viscosity-reducing concentration of an excipient selected from the group consisting of the n-acetyl arginine, n-acetyl lysine, n-acetyl histidine, n-acetyl proline and mixtures thereof. The patent describes the invention can be applied to etanercept. ",After,No,https://patents.google.com/patent/US20170333559A1/en?oq=US20170333559A1
Enbrel,US11275090B2,Amgen,Arthritis,Biologic,30,11/19/2014,11/19/2015,3/15/2022,7/2/2037,Active,Method of Production/Process,"The patent claims cover a  method of determining sialic acid moiety on a recombinant glycoprotein (etanercept), the method comprising digesting the recombinant glycoprotein with a sialidase to liberate sialic acid, loading the sialidase-digested recombinant glycoprotein onto a hydrophilic interaction chromatography (HILIC) column, eluting the liberated sialic acid with acetonitrile as mobile phase A and either 20% formic acid or 1% formic acid as mobile phase B, and quantitating the sialic acid using condensation nucleation light scattering detection.",After,No,https://patents.google.com/patent/US11275090B2/en?oq=US11275090B2
Enbrel,US11357916B2,Amgen,Arthritis,Biologic,58,12/19/2014,12/10/2015,6/14/2022,12/10/2035,Active,Device,The patent claims cover an on-body drug delivery device.The patent describes the invention can be used with etanercept. ,After,No,https://patents.google.com/patent/US11357916B2/en?oq=US11357916B2
Enbrel,US10799630B2,Amgen,Arthritis,Biologic,70,12/19/2014,12/18/2015,10/13/2020,6/29/2036,Active,Device,"The patent claims cover a drug delivery device comprising:a reservoir including a bore having a first end and a second end, and a plunger assembly including a plunger moveable within the bore between the first end and the second end;a cannula having an operational state wherein the cannula is connected in fluid communication with the reservoir;a drive coupled to the plunger assembly to move the plunger between the first end and the second end;a lock configured to selectively limit movement of the plunger between the first end and the second end;a housing, wherein the reservoir, the drive, and the lock are disposed at least partially within the housing;a proximity sensor operably coupled to move relative to the housing, the proximity sensor comprising at least a portion of a lever having a first end pivotably attached within the housing and a second end, the proximity sensor having a first sensor state wherein the second end of the lever extends outside of the housing and a second sensor state wherein the second end of the lever is retracted toward the housing relative to the first sensor state, the lock limiting movement of the plunger assembly when the proximity sensor is in the first sensor state; anda biasing member configured to exert a biasing force on the first end of the lever at a distance away from a pivot for the lever to bias the proximity sensor toward the first sensor state. The patent describes the invention can be used with etanercept. ",After,No,https://patents.google.com/patent/US10799630B2/en?oq=US10799630B2
Enbrel,US20160175527A1,Amgen,Arthritis,Biologic,70,12/19/2014,2/10/2016,6/23/2016,,Abandoned,Device,"The application claimed an on-body injector comprising: a reservoir including a bore having a first end and a second end, and a plunger assembly including a plunger moveable within the bore between the first and second ends; a volume of a drug product disposed in the reservoir, the drug product comprising a monoclonal antibody (IgG) that binds human Proprotein Convertase Subtilisin/Kexin Type 9 (PCSK9);a cannula having an operational state wherein the cannula is connected in fluid communication with the reservoir; a drive coupled to the plunger assembly to move the plunger between the first and second ends for moving the drug product out of the reservoir and through the cannula; a housing, wherein the reservoir, the cannula, and the drive are disposed at least partially within the housing; and a proximity sensor operably coupled to move relative to the housing, the proximity sensor having a first sensor state wherein the proximity sensor extends from the housing and a second sensor state wherein the proximity sensor is retracted toward the housing relative to the first sensor state.1 relates to injection of PCSK9 antibody. The patent describes the invention can be used with etanercept. ",After,No,https://patents.google.com/patent/US20160175527A1/en?oq=US20160175527A1
Enbrel,US10765801B2,Amgen,Arthritis,Biologic,70,12/19/2014,2/19/2016,9/8/2020,2/15/2037,Active,Device,The patent claims cover an on-body injector. The patent describes the invention can be used with etanercept. ,After,No,https://patents.google.com/patent/US10765801B2/en?oq=US10765801B2
Enbrel,US20180193562A1,Amgen,Arthritis,Biologic,35,2/27/2015,2/27/2016,7/12/2018,,Pending,Device,"The application claims drug delivery device comprising:a casing having an opening, the casing containing a drug storage container including a dose delivery member such that at least an insertion portion of the dose delivery member is configured to extend through the opening in the casing; a needle guard disposed adjacent to the opening and movable relative to the casing between an extended position and a retracted position, the insertion portion of the dose delivery member being surrounded by the needle guard in the extended position and the insertion portion of the dose delivery member being at least partially exposed when the needle guard is in the retracted position;an interference arrangement for providing a selected threshold of resistance to movement of the needle guard from the extended position to the retracted position during insertion of the dose delivery member into body tissue at an injection site, the interference arrangement having a first member associated with a surface of the casing, and a second member extending from the needle guard, the first and second members engaging one another to retain the needle guard in the extended position, one of the first and second members moving if the selected threshold of resistance is exceeded to allow the members to slide past one another and to allow the needle guard to move into the retracted position when the device is pressed toward the injection site during insertion of the dose delivery member. The patent describes the invention can be used with etanercept. ",After,No,https://patents.google.com/patent/US20180193562A1/en?oq=US20180193562A1
Enbrel,US2017096471 ,Immunex,Arthritis,Biologic,7,4/19/1999,9/8/2016,4/6/2017,,Abandoned,Method of Treatment,The application claimed a method for treating a patient having psoriasis comprising administering to the patient a therapeutically effective dose of TNFR:Fc.,After,No,https://patents.google.com/patent/US20170096471A1/en?oq=US2017096471
